ID,CountDate,MaterialID,PartialCountID,AreasToCount,WorksheetXAreas,Counter,Priority,Completed,Unscheduled,Material Not Found,Reason Scheduled,CM Print Flag,Notes
292,04/25/2022,66,0,,,Calvin,,TRUE,FALSE,FALSE,Recent movement of this material,FALSE,
293,04/25/2022,131,0,,,Chris,,TRUE,FALSE,FALSE,Recent movement of this material,FALSE,
294,04/25/2022,222,0,,,Calvin,,TRUE,FALSE,FALSE,Recent movement of this material,FALSE,
295,04/25/2022,385,0,,,Calvin,,TRUE,FALSE,FALSE,Recent movement of this material,FALSE,
296,04/25/2022,83,0,,,Chris,,TRUE,FALSE,FALSE,Recent movement of this material,FALSE,
297,04/25/2022,87,0,,,Chris,,TRUE,FALSE,FALSE,Recent movement of this material,FALSE,
298,04/25/2022,24,0,,,Calvin,,TRUE,FALSE,FALSE,Recent movement of this material,FALSE,
299,04/25/2022,133,0,,,Nikkia/Calvin,,TRUE,FALSE,FALSE,Recent movement of this material,FALSE,
300,04/25/2022,280,0,,,Nikkia/Calvin,,FALSE,FALSE,FALSE,last count was 04/15,FALSE,
301,04/25/2022,31,0,,,Chris,,TRUE,FALSE,TRUE,last count prior to 04/11,FALSE,
